nome_wiki,inicio_txt,fim_txt,eleito_txt,partido_wiki,observacao_original,inicio,fim,uf,cargo,legislatura,condicao,url_pagina,revisao
"Newton Cardoso","1.º de janeiro de 1999","1.º de janeiro de 2003",NA,"","Vice-governador eleito em sufrágio universal.","1999-01-01","2003-01-01","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Clésio Andrade","1.º de janeiro de 2003","1.º de janeiro de 2007",NA,"","Vice-governador eleito em sufrágio universal.","2003-01-01","2007-01-01","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Antônio Anastasia","1.º de janeiro de 2007","31 de março de 2010",NA,"","Vice-governador eleito em sufrágio universal.","2007-01-01","2010-03-31","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Alberto Pinto Coelho Júnior","1.º de janeiro de 2011","4 de abril de 2014",NA,"","Vice-governador eleito em sufrágio universal.","2011-01-01","2014-04-04","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Antônio Andrade","1.º de janeiro de 2015","1.º de janeiro de 2019",NA,"","Vice-governador eleito em sufrágio universal.","2015-01-01","2019-01-01","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Antônio Andrade","1.º de janeiro de 2015","1.º de janeiro de 2019",NA,"","Vice-governador eleito em sufrágio universal.","2015-01-01","2019-01-01","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Paulo Brant","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","Vice-governador eleito em sufrágio universal.","2019-01-01","2023-01-01","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Paulo Brant","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","Vice-governador eleito em sufrágio universal.","2019-01-01","2023-01-01","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Mateus Simões","1.º de janeiro de 2023","22 de março de 2026",NA,"","Vice-governador eleito em sufrágio universal.","2023-01-01","2026-03-22","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Mateus Simões","1.º de janeiro de 2023","22 de março de 2026",NA,"","Vice-governador eleito em sufrágio universal.","2023-01-01","2026-03-22","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
"Jorge José Gomes","1º de janeiro de 1995","1º de janeiro de 1999",NA,"","Vice-governador eleito em sufrágio universal.","1995-01-01","1999-01-01","PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"Mendonça Filho","1º de janeiro de 1999","1º de janeiro de 2003",NA,"","Vice-governador eleito em sufrágio universal.","1999-01-01","2003-01-01","PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"Mendonça Filho","1º de janeiro de 2003","31 de março de 2006",NA,"","Vice-governador reeleito em sufrágio universal.","2003-01-01","2006-03-31","PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"João Lyra Neto","1º de janeiro de 2007","1º de janeiro de 2011",NA,"","Vice-governador eleito em sufrágio universal.","2007-01-01","2011-01-01","PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"João Lyra Neto","1º de janeiro de 2011","4 de abril de 2014",NA,"","Vice-governador reeleito em sufrágio universal.","2011-01-01","2014-04-04","PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"Raul Henry","1º de janeiro de 2015","1º de janeiro de 2019",NA,"","Vice-governador eleito em sufrágio universal.","2015-01-01","2019-01-01","PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"Luciana Santos","1º de janeiro de 2019","1º de janeiro de 2023",NA,"","Vice-governadora eleita em sufrágio universal.","2019-01-01","2023-01-01","PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"Priscila Krause","1º de janeiro de 2023","Em exercício",NA,"","Vice-governadora eleita em sufrágio universal.","2023-01-01",NA,"PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"Priscila Krause","1º de janeiro de 2023","Em exercício",NA,"","Vice-governadora eleita em sufrágio universal.","2023-01-01",NA,"PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"Priscila Krause","1º de janeiro de 2023","Em exercício",NA,"","Vice-governadora eleita em sufrágio universal.","2023-01-01",NA,"PE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Pernambuco","72624792"
"Aparício Carvalho de Moraes","1.º de janeiro de 1995","1.º de janeiro de 1999",NA,"","Vice-governador eleito em sufrágio universal.","1995-01-01","1999-01-01","RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"Miguel de Souza","1.º de janeiro de 1999","1.º de janeiro de 2003",NA,"","Vice-governador eleito em sufrágio universal.","1999-01-01","2003-01-01","RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"Odaísa Fernandes Ferreira","1.º de janeiro de 2003","1.º de janeiro de 2007",NA,"","Vice-governadora eleita em sufrágio universal.","2003-01-01","2007-01-01","RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"João Aparecido Cahulla","1.º de janeiro de 2007","31 de março de 2010",NA,"","Vice-governador eleito em sufrágio universal.","2007-01-01","2010-03-31","RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"Airton Pedro Gurgacz","1.º de janeiro de 2011","1.º de janeiro de 2015",NA,"","Vice-governador eleito em sufrágio universal.","2011-01-01","2015-01-01","RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"Daniel Pereira","1.º de janeiro de 2015","6 de abril de 2018",NA,"","Vice-governador eleito em sufrágio universal.","2015-01-01","2018-04-06","RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"José Atílio Salazar Martins","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","Vice-governador eleito em sufrágio universal.","2019-01-01","2023-01-01","RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"José Atílio Salazar Martins","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","Vice-governador eleito em sufrágio universal.","2019-01-01","2023-01-01","RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"Sérgio Gonçalves da Silva","1° de janeiro de 2023","atualidade.",NA,"","Vice-governador eleito em sufrágio universal.","2023-01-01",NA,"RO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Rondônia","72195923"
"Airton Cascavel","1.º de janeiro de 1995","1.º de janeiro de 1999",NA,"","Vice-governador eleito em sufrágio universal.","1995-01-01","1999-01-01","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"Airton Cascavel","1.º de janeiro de 1995","1.º de janeiro de 1999",NA,"","Vice-governador eleito em sufrágio universal.","1995-01-01","1999-01-01","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"Francisco Flamarion Portela","1.º de janeiro de 1999","5 de abril de 2002",NA,"","Vice-governador eleito em sufrágio universal.","1999-01-01","2002-04-05","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"Salomão Afonso de Souza Cruz","1.º de janeiro de 2003","10 de novembro de 2004",NA,"","Vice-governador eleito em sufrágio universal, cassado pelo TSE junto ao titular, em 2004.","2003-01-01","2004-11-10","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"Erci de Moraes","10 de novembro de 2004","1.º de janeiro de 2007",NA,"","2° colocado na eleição de 2002 assumiu o mandato por decisão do TSE que cassou a chapa vencedora.","2004-11-10","2007-01-01","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"José Anchieta Júnior","1.º de janeiro de 2007","11 de dezembro de 2007",NA,"","Vice-governador eleito em sufrágio universal.","2007-01-01","2007-12-11","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"Chico Rodrigues","1.º de janeiro de 2011","4 de abril de 2014",NA,"","Vice-governador eleito em sufrágio universal.","2011-01-01","2014-04-04","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"Paulo Quartiero","1.º de janeiro de 2015","25 de janeiro de 2018",NA,"","Vice-governador eleito renunciou ao mandato.","2015-01-01","2018-01-25","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"Frutuoso Lins Cavalcante Neto","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","Vice-governador eleito em sufrágio universal.","2019-01-01","2023-01-01","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"Edílson Damião Lima","1.º de janeiro de 2023","27 de março de 2026",NA,"","Vice-governador eleito em sufrágio universal, assumiu o governo após a renúncia do titular.","2023-01-01","2026-03-27","RR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Roraima","72185914"
"José Augusto Hülse","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","SC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Santa_Catarina","72117040"
"Paulo Roberto Bauer","1º de janeiro de 1999","31 de dezembro de 2002",NA,NA,"","1999-01-01","2002-12-31","SC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Santa_Catarina","72117040"
"Eduardo Pinho Moreira","1º de janeiro de 2003","9 de abril de 2006",NA,NA,"","2003-01-01","2006-04-09","SC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Santa_Catarina","72117040"
"Leonel Arcângelo Pavan","1º de janeiro de 2007","25 de março de 2010",NA,NA,"","2007-01-01","2010-03-25","SC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Santa_Catarina","72117040"
"Eduardo Pinho Moreira","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","SC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Santa_Catarina","72117040"
"Eduardo Pinho Moreira","1º de janeiro de 2015","5 de abril de 2018",NA,NA,"","2015-01-01","2018-04-05","SC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Santa_Catarina","72117040"
"Daniela Cristina Reinehr","1º de janeiro de 2019","1º de janeiro de 2023",NA,NA,"","2019-01-01","2023-01-01","SC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Santa_Catarina","72117040"
"Marilisa Boehm","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"SC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Santa_Catarina","72117040"
"Geraldo Alckmin","1.º de janeiro de 1995","31 de dezembro de 1998",NA,"","Vice-governador eleito em sufrágio universal.","1995-01-01","1998-12-31","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Geraldo Alckmin","1.º de janeiro de 1999","6 de março de 2001",NA,"","Vice-governador reeleito em sufrágio universal.","1999-01-01","2001-03-06","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Cláudio Lembo","1.º de janeiro de 2003","31 de março de 2006",NA,"","Vice-governador eleito em sufrágio universal.","2003-01-01","2006-03-31","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Alberto Goldman","1.º de janeiro de 2007","2 de abril de 2010",NA,"","Vice-governador eleito em sufrágio universal.","2007-01-01","2010-04-02","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Guilherme Afif Domingos","1.º de janeiro de 2011","1.º de janeiro de 2015",NA,"","Vice-governador eleito em sufrágio universal.","2011-01-01","2015-01-01","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Guilherme Afif Domingos","1.º de janeiro de 2011","1.º de janeiro de 2015",NA,"","Vice-governador eleito em sufrágio universal.","2011-01-01","2015-01-01","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Márcio França","1.º de janeiro de 2015","6 de abril de 2018",NA,"","Vice-governador eleito em sufrágio universal.","2015-01-01","2018-04-06","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Rodrigo Garcia","1.º de janeiro de 2019","1.º de abril de 2022",NA,"","Vice-governador eleito em sufrágio universal.","2019-01-01","2022-04-01","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Rodrigo Garcia","1.º de janeiro de 2019","1.º de abril de 2022",NA,"","Vice-governador eleito em sufrágio universal.","2019-01-01","2022-04-01","SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Felicio Ramuth","1.º de janeiro de 2023","atualidade",NA,"","Vice-governador eleito em sufrágio universal.","2023-01-01",NA,"SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"Felicio Ramuth","1.º de janeiro de 2023","atualidade",NA,"","Vice-governador eleito em sufrágio universal.","2023-01-01",NA,"SP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_São_Paulo","72871377"
"José Carlos Machado","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","SE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Sergipe","72155680"
"Benedito de Figueiredo","1º de janeiro de 1999","1º de janeiro de 2003",NA,NA,"","1999-01-01","2003-01-01","SE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Sergipe","72155680"
"Marília Mandarino","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","SE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Sergipe","72155680"
"Belivaldo Chagas Silva","1º de janeiro de 2007","1º de janeiro de 2011",NA,NA,"","2007-01-01","2011-01-01","SE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Sergipe","72155680"
"Jackson Barreto de Lima","1º de janeiro de 2011","2 de dezembro de 2013",NA,NA,"","2011-01-01","2013-12-02","SE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Sergipe","72155680"
"Belivaldo Chagas Silva","1º de janeiro de 2015","6 de abril de 2018",NA,NA,"","2015-01-01","2018-04-06","SE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Sergipe","72155680"
"Eliane Aquino Custódio","1º de janeiro de 2019","1º de janeiro de 2023",NA,NA,"","2019-01-01","2023-01-01","SE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Sergipe","72155680"
"José Macedo Sobral","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"SE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Sergipe","72155680"
"Labib Murad","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","AC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Acre","72189897"
"Edison Simão Cadaxo","1º de janeiro de 1999","7 de outubro de 2002",NA,NA,"","1999-01-01","2002-10-07","AC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Acre","72189897"
"Arnóbio Marques de Almeida Júnior","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","AC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Acre","72189897"
"Carlos César Correia de Messias","1º de janeiro de 2007","1º de janeiro de 2011",NA,NA,"","2007-01-01","2011-01-01","AC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Acre","72189897"
"Carlos César Correia de Messias","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","AC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Acre","72189897"
"Maria Nazareth Melo de Araújo Lambert","1º de janeiro de 2015","1º de janeiro de 2019",NA,NA,"","2015-01-01","2019-01-01","AC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Acre","72189897"
"Wherles Fernandes da Rocha","1º de janeiro de 2019","1º de janeiro de 2023",NA,NA,"","2019-01-01","2023-01-01","AC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Acre","72189897"
"Mailza Assis da Silva","1º de janeiro de 2023","2 de abril de 2026",NA,NA,"","2023-01-01","2026-04-02","AC","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Acre","72189897"
"Antônio Hildegardo Gomes de Alencar","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","AP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amapá","72206417"
"Maria Dalva de Souza Figueiredo","1º de janeiro de 1999","5 de abril de 2002",NA,NA,"","1999-01-01","2002-04-05","AP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amapá","72206417"
"Pedro Paulo Dias de Carvalho","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","AP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amapá","72206417"
"Pedro Paulo Dias de Carvalho","1º de janeiro de 2007","4 de abril de 2010",NA,NA,"","2007-01-01","2010-04-04","AP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amapá","72206417"
"Doralice Nascimento de Souza","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","AP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amapá","72206417"
"João Bosco Papaléo Paes","1º de janeiro de 2015","7 de agosto de 2018",NA,NA,"","2015-01-01","2018-08-07","AP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amapá","72206417"
"Jaime Domingues Nunes","1º de janeiro de 2019","1º de janeiro de 2023",NA,NA,"","2019-01-01","2023-01-01","AP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amapá","72206417"
"Antônio Pinheiro Teles Júnior","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"AP","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amapá","72206417"
"Alfredo Pereira do Nascimento","1º de janeiro de 1995","1º de janeiro de 1997",NA,"Partido Progressista Brasileiro PPB","Vice-governador eleito em sufrágio universal.","1995-01-01","1997-01-01","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"Samuel Hanan","1º de janeiro de 1999","1º de janeiro de 2003",NA,"","Vice-governador eleito em sufrágio universal.","1999-01-01","2003-01-01","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"Omar José Abdel Aziz","1º de janeiro de 2003","31 de março de 2010",NA,"Partido Frente Liberal PFL","Vice-governador eleito e reeleito em sufrágio universal.","2003-01-01","2010-03-31","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"Omar José Abdel Aziz","1º de janeiro de 2003","31 de março de 2010",NA,"Partido Republicano Brasileiro PRB","Vice-governador eleito e reeleito em sufrágio universal.","2003-01-01","2010-03-31","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"Omar José Abdel Aziz","1º de janeiro de 2003","31 de março de 2010",NA,"Partido Mobilização Nacional PMN","Vice-governador eleito e reeleito em sufrágio universal.","2003-01-01","2010-03-31","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"José Melo de Oliveira","1º de janeiro de 2011","4 de abril de 2014",NA,"Partido do Movimento Democrático Brasileiro PMDB","Vice-governador eleito em sufrágio universal.","2011-01-01","2014-04-04","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"José Melo de Oliveira","1º de janeiro de 2011","4 de abril de 2014",NA,"Partido Republicano da Ordem Social PROS","Vice-governador eleito em sufrágio universal.","2011-01-01","2014-04-04","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"José Henrique Oliveira","1º de janeiro de 2015","4 de maio de 2017",NA,"Solidariedade","Vice-governador eleito em sufrágio universal posteriormente cassado pelo Tribunal Superior Eleitoral.","2015-01-01","2017-05-04","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"João Bosco Gomes Saraiva","4 de outubro de 2017","1º de janeiro de 2019",NA,"Solidariedade","Vice-governador eleito em sufrágio universal nas eleições suplementares de 2017.","2017-10-04","2019-01-01","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"Carlos Alberto Souza de Almeida Filho","1º de janeiro de 2019","1° de janeiro de 2023",NA,"Partido da Social Democracia Brasileira PSDB","Vice-governador eleito em sufrágio universal.","2019-01-01","2023-01-01","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"Tadeu de Souza Silva","1° de janeiro de 2023","4 de abril de 2026",NA,"Avante","Vice-governador eleito em sufrágio universal, renunciou ao cargo","2023-01-01","2026-04-04","AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"Serafim Corrêa","4 de maio de 2026","Até o momento",NA,"Partido Socialista Brasileiro PSB","Vice-governador eleito indiretamente pela Assembleia Legislativa","2026-05-04",NA,"AM","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Amazonas","72188660"
"Moroni Bing Torgan","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","CE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Ceará","72162102"
"Benedito Clayton Veras Alcântara","1º de janeiro de 1999","5 de abril de 2002",NA,NA,"","1999-01-01","2002-04-05","CE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Ceará","72162102"
"Francisco de Queiroz Maia Júnior","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","CE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Ceará","72162102"
"Francisco José Pinheiro","1º de janeiro de 2007","1º de janeiro de 2011",NA,NA,"","2007-01-01","2011-01-01","CE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Ceará","72162102"
"Domingos Gomes de Aguiar Filho","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","CE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Ceará","72162102"
"Maria Izolda Cela de Arruda Coelho","1º de janeiro de 2015","1º de janeiro de 2019",NA,NA,"","2015-01-01","2019-01-01","CE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Ceará","72162102"
"Maria Izolda Cela de Arruda Coelho","1º de janeiro de 2019","2° de abril de 2022",NA,NA,"","2019-01-01","2022-04-02","CE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Ceará","72162102"
